index,keyword,rank,bid,impressions,clicks,cpc,cost,bid_cal,impressions_cal,clicks_cal,attr
2,휴대폰케이스사출,3,120,4,0,,0,0.7142857142857143,0.0,0.0,저관련비인기
9,휴대폰케이스디자인,10,90,25,0,,0,0.0,0.0,0.0,저관련비인기
9,화장품케이스디자인,10,300,2,1,234.0,234,0.0,0.0,0.0,저관련비인기
9,화장품제품개발,10,70,7,0,,0,0.0,0.0,0.0,저관련비인기
9,화장품용기주문제작,10,70,5,0,,0,0.0,0.0,0.0,저관련비인기
9,화장품용기제조회사,10,70,5,0,,0,0.0,0.0,0.0,저관련비인기
9,화장품용기제조업체,10,300,23,3,227.0,682,0.0,0.0,0.0,저관련비인기
9,화장품용기제작,10,530,74,7,423.0,2961,0.0,0.0,0.0,저관련인기
9,화장품금형,10,70,12,2,70.0,140,0.0,0.0,0.0,고관련비인기
9,화장품공병제작,10,70,9,2,70.0,140,0.0,0.0,0.0,고관련비인기
9,핸드폰케이스사출,10,70,11,2,70.0,140,0.0,0.0,0.0,저관련비인기
9,핸드폰케이스금형,10,70,0,0,,0,0.0,0.0,0.0,저관련비인기
9,하이브리드사출기,10,70,16,0,,0,0.0,0.0,0.0,저관련비인기
9,하우징업체,10,70,58,0,,0,0.0,0.0,0.0,고관련인기
9,하우징,10,450,3167,2,366.0,731,0.0,0.0,0.0,저관련인기
9,하드웨어제작,10,70,16,0,,0,0.0,0.0,0.0,고관련비인기
6,하드웨어개발,7,1360,51,1,1142.0,1142,0.21111111111111108,0.02702702702702703,0.0,저관련인기
9,피규어주문제작,10,1140,87,1,946.0,946,0.0,0.0,0.0,저관련인기
9,피규어제작,10,1730,1009,69,1476.0,101813,0.0,0.0,0.0,저관련인기
9,피규어만드는법,10,70,17,0,,0,0.0,0.0,0.0,저관련비인기
8,플라스틱회사,9,110,79,0,,0,0.2222222222222222,0.039473684210526314,0.0,저관련인기
9,플라스틱화분제작,10,70,0,0,,0,0.0,0.0,0.0,저관련비인기
9,플라스틱통주문제작,10,70,4,0,,0,0.0,0.0,0.0,고관련비인기
9,플라스틱통제작,10,100,17,1,73.0,73,0.0,0.0,0.0,고관련비인기
0,플라스틱케이스제작,1,1600,83,9,643.0,5787,3.9230769230769234,0.0,1.0,고관련인기
4,플라스틱주문제작,5,700,72,12,582.0,6981,0.2894736842105262,0.0,1.0,고관련인기
9,플라스틱조형물,10,130,11,1,127.0,127,0.0,0.0,0.0,저관련비인기
9,플라스틱제품제조,10,180,13,0,,0,0.0,0.0,0.0,고관련비인기
9,플라스틱제품제작,10,70,8,1,70.0,70,0.0,0.0,0.0,고관련비인기
9,플라스틱제품설계,10,160,15,0,,0,0.0,0.0,0.0,저관련비인기
9,플라스틱제품생산,10,70,1,0,,0,0.0,0.0,0.0,고관련비인기
