연관 검색어,PC 월간 검색수,PC 월평균 클릭수,PC 월평균 클릭률,모바일 월간 검색수,모바일 월평균 클릭수,모바일 월평균 클릭율,월평균 노출 광고수,경쟁 정도
판금가공,110,2.4,2.31,70,3.0,4.77,15,높음
판금,2130,11.1,0.56,4860,8.3,0.19,15,높음
살바니니,80,1.6,2.14,60,0.0,0.0,3,높음
판금제작,40,4.6,11.5,20,1.7,6.18,15,높음
아마다,230,2.7,1.21,330,10.7,3.38,15,높음
판금업체,60,2.9,4.48,10,0.3,2.09,15,높음
(주)티에스티,70,0.0,0.0,150,0.0,0.0,0,낮음
반도체프레임,20,0.0,0.0,20,0.7,3.18,3,높음
SUS파이프,480,13.3,2.95,190,11.0,5.92,15,높음
스텐절곡,290,7.5,2.75,700,22.0,3.36,15,높음
스텐철판,350,16.1,4.94,980,46.2,4.97,15,높음
SUS,3820,11.9,0.33,3970,12.0,0.32,15,높음
알루미늄절곡,200,2.8,1.42,200,6.0,2.99,15,높음
아마다절곡기,70,2.9,4.27,130,10.1,7.77,13,중간
정밀판금,60,3.8,6.46,20,1.3,5.34,15,높음
철판제작,190,5.1,2.86,390,21.7,5.89,14,높음
철판절곡,410,7.0,1.79,730,25.1,3.75,15,높음
스마트공장,3520,16.9,0.52,1410,13.0,0.98,15,높음
외함제작,30,1.7,5.72,< 10,0.0,0.0,14,높음
후레임,220,0.8,0.4,370,0.8,0.22,14,높음
생산자동화,290,2.5,0.93,210,4.0,2.03,15,높음
금형프레스,50,0.3,0.55,80,1.3,1.61,14,높음
서스파이프,280,8.2,3.13,280,13.7,5.18,15,높음
케이스제작,780,14.3,1.92,1830,42.7,2.51,15,높음
AMADA,80,1.4,1.69,100,1.3,1.3,15,높음
반도체장비,980,2.1,0.22,1500,0.7,0.05,15,높음
절곡,1560,9.1,0.62,1820,22.3,1.32,15,높음
레이저절단,360,7.8,2.26,330,9.5,3.0,15,높음
지주간판,790,12.1,1.69,660,19.0,2.99,15,높음
SUS판,230,4.6,2.12,100,1.0,0.98,15,높음
파이프밴딩,390,14.9,3.96,590,28.7,5.1,15,높음
현수막게시대,560,13.3,2.49,280,17.5,7.02,15,높음
금속제작,150,7.2,4.9,210,19.7,9.74,15,높음
절곡기,900,16.2,1.84,1100,41.0,4.03,15,높음
스텐가공,110,6.3,5.75,220,9.2,4.3,15,높음
간판종류,890,23.7,2.82,2390,103.2,4.64,15,높음
외장판넬,160,9.1,6.13,280,12.9,4.65,15,높음
레이저가공,900,22.6,2.72,730,24.0,3.47,15,높음
서브랙,30,0.5,1.4,20,0.8,3.0,15,높음
철공소,770,8.9,1.23,2330,85.0,3.89,15,높음
금속케이스,50,1.8,3.6,60,3.0,5.11,15,높음
스텐제작,220,11.5,5.44,440,30.3,7.17,15,높음
공장자동화설비,90,1.9,2.03,70,1.7,2.35,15,높음
초정밀가공,40,1.7,3.94,20,0.0,0.0,15,높음
현수막거치대,620,17.7,3.01,740,18.0,2.67,15,높음
중고절곡기,90,7.5,8.19,150,16.0,11.2,15,높음
카바,560,0.6,0.12,1980,6.3,0.35,15,높음
