연관 검색어,PC 월간 검색수,PC 월평균 클릭수,PC 월평균 클릭률,모바일 월간 검색수,모바일 월평균 클릭수,모바일 월평균 클릭율,월평균 노출 광고수,경쟁 정도
3D피규어제작,280,9.1,3.77,980,72.2,7.76,15,중간
건축모형만들기,200,1.9,1.05,640,13.8,2.51,15,중간
UG,1810,1.5,0.09,3160,1.3,0.05,15,중간
3D프린터제작,310,8.6,2.91,390,32.8,8.93,15,중간
이중사출,390,2.2,0.64,260,6.3,2.6,15,중간
SHAPEWAYS,30,0.0,0.0,50,0.0,0.0,3,높음
3D출력서비스,< 10,0.0,0.0,< 10,0.7,13.34,15,높음
팹랩,310,0.1,0.04,250,0.3,0.11,11,중간
목업,7270,23.0,0.35,5320,24.3,0.48,15,중간
색채학,360,0.1,0.02,610,0.0,0.0,15,중간
CAD,8560,15.9,0.21,7860,34.8,0.48,15,중간
컴퓨터그래픽,920,0.5,0.06,1180,4.8,0.43,15,중간
3D프린터샘플제작,20,2.3,10.31,20,0.3,1.59,15,높음
3D프린팅업체,240,12.3,5.14,220,26.5,12.45,15,높음
3DPRINTER,350,3.3,1.03,180,2.0,1.18,15,높음
3D프린터출력대행,340,9.9,3.19,470,31.3,7.09,15,높음
3D프린터업체,260,7.6,3.03,320,16.3,5.4,15,중간
차키케이스,1940,31.7,1.82,17000,730.1,4.72,15,중간
건축모형제작,260,11.2,4.65,460,27.3,6.16,15,중간
상품디자인,160,1.4,0.94,150,2.3,1.65,15,중간
커버제작,100,3.3,3.97,190,7.0,3.85,15,높음
3D출력,200,8.7,4.56,130,8.8,7.42,15,높음
미니어처제작,150,11.0,8.27,200,18.3,9.55,15,중간
모형제작업체,100,5.3,5.41,60,2.5,3.48,15,중간
소품제작,150,10.0,7.12,160,10.3,6.58,15,높음
샘플제작,150,4.5,3.25,180,10.9,6.36,15,높음
3DSYSTEMS,250,4.0,1.69,240,2.5,1.11,7,중간
CNC가공,1880,18.6,1.06,2130,30.3,1.52,15,중간
대형3D프린터,160,2.0,1.31,190,6.3,3.6,15,중간
DLP프린터,120,0.3,0.27,90,0.0,0.0,15,높음
디자인제작,260,6.8,2.9,140,2.8,2.21,15,중간
STL파일,850,0.8,0.1,380,0.8,0.21,15,중간
3D프린터회사,180,1.9,1.2,650,9.7,1.64,15,높음
목업제작업체,30,1.4,4.07,20,2.3,12.29,15,중간
3DPRINTING,220,0.9,0.46,80,0.3,0.44,15,높음
MAKERBOT,360,1.5,0.41,80,1.0,1.36,14,중간
아파트평면도,2010,7.2,0.4,2500,7.7,0.34,15,중간
기구설계,1020,14.8,1.64,490,7.8,1.72,15,중간
미니어쳐제작,50,4.2,7.77,130,8.3,6.37,15,높음
금형제작,960,22.2,2.51,1000,30.0,3.22,15,중간
NX,1220,5.0,0.45,1310,1.0,0.09,15,중간
플라스틱금형,240,6.1,2.7,190,14.0,8.24,15,중간
3D프린터추천,440,2.4,0.6,400,5.8,1.6,15,중간
3D프린터필라멘트,950,5.3,0.59,760,1.0,0.14,15,중간
모델링,3600,1.0,0.03,3490,2.3,0.08,15,중간
목업업체,30,1.8,4.61,20,1.7,6.18,15,높음
3D솔루션,90,1.0,1.24,30,0.0,0.0,14,중간
3DITEMS,10,0.0,0.0,< 10,0.0,0.0,2,중간
3D프린터모델링,330,1.0,0.33,220,2.3,1.12,15,중간
3D프린터출력물,130,0.3,0.26,80,1.0,1.34,15,중간
3D프린팅대행,140,4.4,3.19,90,10.3,10.04,15,중간
설계,5000,0.2,0.01,6640,0.3,0.01,15,중간
사이버대학교시각디자인,< 10,0.0,0.0,10,0.0,0.0,3,높음
RP,4550,0.0,0.0,8190,0.3,0.01,3,높음
3D프린터출력가격,40,0.9,2.41,90,5.9,6.51,15,높음
3D프린트업체,90,4.0,4.27,90,8.5,9.45,15,중간
NCT가공,230,4.2,1.93,210,6.0,2.73,15,중간
3D프린터렌탈,40,1.3,2.78,30,3.0,8.34,15,높음
시제품,2970,4.7,0.18,2590,3.5,0.15,15,중간
미니피규어제작,10,1.2,6.4,100,16.5,17.37,13,중간
3D프린터부품,240,3.5,1.54,180,1.7,1.02,15,중간
3D프린터교육,260,4.1,1.66,250,10.0,3.99,15,높음
3D시스템즈,350,5.9,1.87,560,2.3,0.48,7,중간
로봇제작,70,1.5,2.35,90,2.8,3.09,15,중간
FDM3D프린터,110,0.9,0.87,40,0.3,0.78,15,높음
금형설계학원,< 10,0.6,8.58,20,4.3,17.34,15,높음
그래픽디자인,2210,3.8,0.19,2400,13.5,0.6,15,중간
영상디자인학과,390,1.1,0.3,1220,8.3,0.72,15,중간
3D캐릭터제작,40,1.6,4.21,30,2.3,8.05,15,높음
피큐어제작,< 10,0.1,3.34,< 10,0.3,16.67,15,높음
발명품,2570,4.1,0.17,4500,1.7,0.04,15,중간
아이디어상품제작,30,1.4,4.67,40,6.5,13.83,15,높음
3D프린터도면,360,0.7,0.21,270,0.3,0.14,15,중간
소량사출,30,2.6,7.56,10,1.5,15.0,15,높음
SLA출력,40,1.8,4.36,10,0.0,0.0,13,중간
컵제작,670,14.3,2.26,2100,59.8,3.07,15,중간
뚜껑제작,20,1.4,5.3,40,2.3,6.43,14,높음
모형,1690,4.9,0.31,2170,11.3,0.55,15,중간
스케치업배경,660,4.6,0.79,270,0.7,0.28,14,중간
UG교육,10,0.6,4.05,< 10,0.0,0.0,13,중간
금형교육,50,3.4,7.56,10,0.0,0.0,7,중간
솔리드웍스교육,160,3.9,2.64,40,2.3,5.43,15,중간
메탈3D프린터,50,1.6,3.33,40,2.0,5.41,15,높음
용기제작,110,6.4,5.77,110,12.0,11.43,15,높음
전원주택도면,440,8.6,2.06,870,37.5,4.64,15,중간
3D프린트제작,80,3.0,4.22,80,10.7,13.01,15,높음
3D프린터종류,660,2.5,0.4,660,8.5,1.37,15,중간
3DPRINT,150,1.9,1.46,100,2.3,2.45,15,높음
NX교육,30,1.6,5.05,10,0.3,2.78,15,높음
3D가공,50,1.8,4.0,20,1.0,3.85,15,높음
멀티미디어콘텐츠제작전문가,2110,3.1,0.16,2260,0.3,0.02,15,중간
3D프린터재료,380,2.3,0.65,260,0.3,0.14,15,높음
금형학원,10,2.0,15.0,30,3.3,10.11,8,중간
CAD출력,40,0.1,0.32,20,0.3,1.59,15,높음
3D프린터가공,30,1.3,3.96,30,2.3,7.08,15,높음
피규어판매,90,1.5,1.61,230,8.3,4.13,15,중간
SLS,1430,0.6,0.05,3170,0.0,0.0,15,중간
비행기모형,650,8.0,1.43,3250,168.7,5.68,15,중간
휴대폰목업,190,8.0,4.46,130,5.5,4.24,15,중간
3D제품제작,< 10,0.2,9.68,< 10,0.0,0.0,16,높음
입체조형물,20,0.2,0.91,50,0.3,0.63,15,높음
자동차목업,30,0.1,0.45,10,0.0,0.0,15,높음
자동차부품제작,10,0.7,6.67,< 10,0.0,0.0,3,높음
조형물제작,1100,23.0,2.25,710,41.2,6.06,15,중간
초대형3D프린터,20,0.3,1.67,10,0.0,0.0,3,높음
캐드출력,590,1.5,0.28,310,3.3,1.12,15,중간
샌드캐스팅,20,1.1,6.39,20,0.0,0.0,3,높음
시작품,450,0.3,0.07,150,0.0,0.0,15,중간
디자인모형,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
로봇모형,< 10,0.0,0.0,10,0.0,0.0,3,높음
MOCK-UP,510,0.2,0.05,110,0.3,0.24,14,중간
PULPMOLD,10,0.4,2.23,< 10,0.0,0.0,3,높음
RP제작,< 10,0.3,4.17,< 10,0.0,0.0,3,높음
워킹목업,150,2.4,1.54,40,2.3,4.28,15,중간
3D프린팅서비스,40,1.1,3.05,10,1.5,12.5,15,높음
3D프린터모형제작,10,0.9,7.78,10,0.0,0.0,15,높음
3D프린터시제품제작,20,1.1,5.93,< 10,0.0,0.0,15,높음
3D모형제작,30,1.3,4.31,40,5.7,14.17,15,높음
3D샘플제작,< 10,0.2,4.0,< 10,0.0,0.0,15,높음
3D인쇄,50,0.7,1.57,40,3.3,6.92,15,높음
3D프린트회사,20,0.0,0.0,60,0.0,0.0,6,중간
3D로고,30,0.3,0.81,20,0.0,0.0,15,중간
3D조감도,60,0.5,0.92,50,1.0,1.79,15,높음
3D시안,30,0.5,1.68,30,0.3,0.91,15,높음
3DSTORY,20,5.2,30.31,20,2.0,11.77,2,중간
SLA3D프린터,260,2.5,1.09,150,5.0,3.58,15,높음
3D제작,120,3.8,3.37,100,5.5,5.73,15,높음
SLA프린터,190,2.9,1.59,140,4.3,3.12,15,중간
칼라3D프린터,10,0.7,7.04,10,0.0,0.0,13,중간
문화재3D스캔,< 10,0.5,6.67,< 10,0.0,0.0,13,중간
PROJET660,< 10,0.0,0.0,< 10,0.5,16.67,2,낮음
3D모델링견적,10,0.3,3.32,10,0.0,0.0,15,높음
출력,3170,29.3,1.01,7890,55.8,0.78,15,중간
3D프린팅무료교육,180,4.6,2.85,330,19.7,6.11,15,중간
SLA프린트,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
3D모델링프린팅,< 10,1.0,20.0,< 10,0.0,0.0,3,높음
특허품,40,0.1,0.19,30,1.0,2.5,15,높음
출력서비스,30,0.7,2.56,80,3.0,4.23,15,높음
건축인테리어3D모델링,80,0.5,0.67,140,0.3,0.26,15,중간
씽기버스,710,1.4,0.21,240,0.0,0.0,6,중간
빈티지소품,1280,45.6,3.74,4270,253.2,6.41,15,중간
3D컬러프린터,< 10,0.2,3.45,< 10,0.0,0.0,12,중간
3D지도,1300,8.5,0.7,1040,4.0,0.41,15,중간
삼디프린터,10,0.0,0.0,30,0.0,0.0,3,높음
SLS프린팅,10,0.0,0.0,< 10,0.3,4.77,3,높음
3D프린팅교육,100,1.3,1.31,50,3.0,4.92,15,높음
쓰리디프린트,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
시작품제작,20,0.5,1.98,10,0.0,0.0,15,높음
피규어주문제작,140,6.0,4.31,410,41.1,11.14,15,중간
디자인제품,110,0.7,0.65,110,0.3,0.33,15,중간
JIG,1950,2.9,0.17,2610,0.7,0.03,15,중간
로봇디자인,70,1.2,1.64,80,0.7,0.81,11,중간
3DMODELING,150,0.3,0.19,50,0.0,0.0,15,중간
3D이미지제작,< 10,0.3,4.14,< 10,0.0,0.0,15,높음
발명아이디어,460,0.5,0.13,800,0.0,0.0,15,중간
신도리코3D,130,1.2,0.94,100,1.3,1.3,14,중간
메탈프린팅,10,0.1,0.92,10,0.0,0.0,9,중간
3D프린팅출력,90,3.6,4.16,60,4.3,7.74,15,중간
3D프린팅재료,80,0.2,0.3,50,0.3,0.55,14,중간
3D프린트가격,20,0.3,1.46,30,0.3,1.08,15,높음
3D프린터사이트,110,0.2,0.2,60,0.0,0.0,15,중간
3D건축모형,< 10,0.0,0.0,< 10,0.0,0.0,14,높음
DLP3D프린터,100,1.6,1.57,40,1.3,2.66,14,중간
보급형3D프린터,10,0.6,4.48,10,0.0,0.0,14,높음
3D프린터집,270,0.0,0.0,650,0.0,0.0,3,높음
3D프린팅가격,100,2.3,2.27,120,12.3,9.64,15,높음
3D모델링,2960,8.5,0.31,2170,19.0,0.94,15,중간
3D프린터후가공,150,1.7,1.04,120,0.0,0.0,15,중간
3D프린터출력소,30,1.7,5.74,20,0.0,0.0,15,높음
산업용3D프린트,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
3D랜더링,250,1.3,0.54,170,1.7,0.97,15,중간
3D프린트대행,80,3.0,3.67,50,7.7,15.04,15,높음
캐릭터FRP,10,0.0,0.0,< 10,0.0,0.0,3,높음
3D프린팅졸업작품,< 10,1.1,22.23,< 10,0.0,0.0,5,중간
3D프린터대행업체,20,1.3,4.65,20,0.0,0.0,14,높음
3D제작업체,20,0.9,3.34,10,0.0,0.0,15,높음
HP3D프린터,80,2.8,3.76,50,1.3,2.73,9,중간
MJP3600,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
3D설계도면,10,0.0,0.0,10,0.3,2.78,3,높음
레고3D프린터,< 10,0.0,0.0,10,0.0,0.0,2,중간
3D프린터대행,180,4.5,2.81,200,20.7,11.24,15,중간
가설계,90,2.0,2.22,80,6.7,7.76,12,중간
제품3D,30,1.1,3.81,20,0.3,1.59,15,높음
3D프린터FDM,120,0.0,0.0,50,0.0,0.0,3,높음
3D프린터제작의뢰,10,0.7,3.7,20,0.0,0.0,15,높음
3D도면,1030,4.1,0.43,930,17.8,2.08,15,중간
3D프린팅모형,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
3D프린팅회사,40,0.4,0.96,90,0.0,0.0,15,높음
3D프린터제작업체,20,1.0,5.25,40,0.7,1.71,15,높음
3D프린트출력,60,3.6,6.31,70,4.6,8.02,15,높음
피규어소량제작,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
3D프린터서비스,< 10,0.1,1.64,< 10,0.0,0.0,12,중간
3D프린터모형,20,0.7,2.6,20,1.7,7.58,15,높음
3D프린트출력대행,< 10,0.1,3.58,< 10,0.0,0.0,14,높음
3D프린터무료교육,20,0.3,1.41,20,0.0,0.0,15,높음
3D프린터제품,50,0.3,0.59,40,0.3,0.91,15,높음
3D프린터출력의뢰,30,0.6,2.23,30,5.0,13.89,15,높음
3D프린터건축모형,30,0.8,2.2,10,0.0,0.0,14,중간
국비지원3D프린터교육,20,0.6,1.92,100,8.3,9.17,14,중간
3D프린터출력업체,10,1.3,10.87,10,0.8,5.77,15,중간
3D시제품,20,0.8,2.96,10,0.0,0.0,15,높음
3D프린터주문제작,40,2.0,4.32,110,15.3,14.2,12,중간
3D프린팅ABS,10,0.0,0.0,< 10,0.7,9.53,3,높음
SLA3D,30,0.7,2.39,60,0.3,0.53,3,높음
3D아크릴,10,0.0,0.0,30,0.4,1.18,3,높음
3D프린터알루미늄,20,0.3,1.59,10,0.0,0.0,3,높음
SLS3D,10,0.0,0.0,10,0.0,0.0,2,중간
3D프린팅가공,< 10,0.0,0.0,< 10,0.0,0.0,6,중간
3D프린터활용사례,60,0.0,0.0,20,0.0,0.0,3,높음
컬러3D프린터,40,0.7,1.93,40,1.0,2.57,15,중간
3D프린팅견적,60,2.9,5.31,20,1.3,5.8,15,중간
대형3D프린트,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
청주3D,< 10,0.3,33.34,10,0.0,0.0,3,높음
3D모델링의뢰,20,0.5,2.21,20,1.7,9.26,15,높음
3D시뮬레이션,110,0.9,0.87,40,0.0,0.0,15,높음
3D모델링가격,< 10,0.1,1.12,10,0.0,0.0,15,높음
3D프린팅대행업체,10,0.7,4.08,< 10,0.0,0.0,15,높음
3D프린터자격증,1550,10.3,0.76,2970,66.8,2.52,15,중간
3D프린터조립,30,0.2,0.4,30,0.0,0.0,12,중간
3D프린터기업,50,0.1,0.17,220,0.0,0.0,13,중간
세라믹프린터,10,1.0,7.15,10,1.2,6.98,3,높음
엔비전텍,10,0.4,3.85,< 10,0.0,0.0,3,높음
금속프린팅,10,0.7,4.16,20,0.0,0.0,15,높음
CUBEPRO,< 10,0.0,0.0,30,0.4,1.36,3,높음
ENVISIONTEC,20,0.7,3.34,10,0.0,0.0,3,높음
FABPRO1000,10,0.4,3.13,< 10,0.0,0.0,3,낮음
FIGURE4,10,0.4,3.04,10,0.0,0.0,3,낮음
주얼리3D프린터,30,0.6,2.2,20,0.3,1.52,14,높음
프로젯,60,0.7,1.08,530,0.0,0.0,3,높음
3D프린터창업,60,0.7,1.08,80,2.0,2.54,15,중간
3D프린터시제품,90,2.8,3.04,30,3.0,9.38,15,중간
PROX950,< 10,0.4,20.0,< 10,0.0,0.0,3,낮음
PROX,390,0.0,0.0,400,0.0,0.0,3,높음
PROJET660PRO,10,0.5,5.0,10,0.0,0.0,2,중간
PROJET3500HDMAX,< 10,0.0,0.0,< 10,0.0,0.0,1,중간
PROJET1500,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
3D프린터디자인,90,0.0,0.0,80,0.0,0.0,3,높음
3D프린팅의뢰,30,1.2,3.43,40,8.0,15.39,15,높음
3D프린트견적,20,1.2,7.5,< 10,0.0,0.0,15,높음
3D프린트시제품,< 10,0.1,4.45,< 10,0.0,0.0,15,높음
SLA3D프린팅,20,1.4,5.77,< 10,0.0,0.0,11,중간
3D프린팅제작업체,< 10,0.8,11.43,< 10,0.0,0.0,15,높음
3D건축DESIGN,20,0.7,3.2,70,0.0,0.0,4,낮음
3D프린터의뢰,100,2.8,3.15,110,13.5,12.86,15,높음
SLA출력대행,< 10,0.7,8.24,< 10,0.3,5.56,9,중간
3D프린팅주문,20,0.6,2.34,10,0.0,0.0,7,중간
3D프린팅비용,40,1.1,2.51,40,4.7,12.62,15,높음
FORM2,70,2.3,3.02,50,1.3,2.41,11,중간
GEOMAGICFREEFORM,10,1.2,8.7,< 10,0.0,0.0,2,중간
GEOMAGICCONTROLX,< 10,0.0,0.0,< 10,0.0,0.0,1,중간
3D주문제작,10,0.4,3.75,10,1.0,8.34,15,높음
3D의료기기,< 10,0.5,8.34,< 10,0.0,0.0,2,중간
PROX800,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
국내3D프린터업체,10,0.3,2.18,< 10,0.0,0.0,8,중간
3D견적,< 10,0.0,0.0,< 10,0.0,0.0,10,중간
3D프린터정밀도,10,0.0,0.0,10,0.0,0.0,3,높음
3D프린터자동차,70,0.0,0.0,60,0.0,0.0,7,중간
레이저3D스캐너,10,0.7,6.67,< 10,0.3,6.67,3,높음
3D프린터기술,110,0.1,0.14,70,0.0,0.0,13,중간
레이저스캔,20,0.1,0.62,20,0.0,0.0,14,높음
대형3D프린팅,10,1.1,7.12,10,0.0,0.0,15,높음
3D프린팅SLA,30,0.2,0.57,40,0.3,0.91,9,중간
3D모델링업체,20,1.9,8.06,20,3.0,13.64,15,높음
FFF,720,0.8,0.13,1710,11.5,0.71,14,중간
3D출력업체,10,0.3,3.63,10,0.0,0.0,15,높음
3D프린팅시제품,20,0.5,2.97,< 10,0.0,0.0,15,높음
3D프린터문의,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
3D프린터비용,40,0.8,1.93,30,0.3,1.08,15,높음
3D프린팅전문가,290,0.3,0.13,320,0.8,0.25,15,중간
SLM3D프린터,< 10,0.3,3.64,< 10,0.0,0.0,7,중간
RP장비,20,0.4,2.0,< 10,0.3,4.17,5,중간
SLS방식,80,0.0,0.0,60,0.3,0.55,3,높음
SLA3D프린트,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
3D프린터출력서비스,10,0.5,3.44,< 10,0.0,0.0,15,높음
울산3D프린팅,40,0.6,1.43,40,0.3,0.88,13,중간
3D프린트의뢰,10,0.7,3.72,20,0.0,0.0,15,높음
아크릴3D프린터,< 10,0.7,33.34,< 10,0.0,0.0,3,높음
3D프린터출력비용,10,0.3,2.12,< 10,0.0,0.0,15,높음
미니어처만들기,1150,9.1,0.93,6860,281.4,4.71,15,중간
3D프린팅펜,60,0.5,0.75,140,0.3,0.19,15,중간
3D프린트서비스,10,0.2,3.04,< 10,0.0,0.0,13,중간
알루미늄3D프린터,10,1.3,7.7,20,0.0,0.0,4,낮음
광경화수지,30,1.1,5.27,20,0.0,0.0,2,중간
머터리얼라이즈,50,0.0,0.0,80,0.0,0.0,2,중간
3D프린터폴리카보네이트,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
플라스틱레진,90,0.0,0.0,50,0.0,0.0,3,높음
3D프린터플라스틱,20,0.0,0.0,20,0.0,0.0,3,높음
광경화성수지,70,0.0,0.0,20,0.0,0.0,3,높음
3D모델링제작,10,0.4,3.34,< 10,0.3,5.56,15,높음
3D프린터졸업작품,< 10,0.3,8.34,< 10,0.0,0.0,3,높음
3D프린트비용,10,0.8,6.67,10,0.3,3.04,5,중간
3D프린터대여,120,2.5,2.18,140,3.3,2.67,15,중간
디자인X,20,1.3,7.41,10,0.0,0.0,2,중간
자동차모형,660,5.4,0.91,2780,48.0,1.91,15,중간
3D목업,80,2.7,3.63,30,2.7,8.09,15,높음
3D업체,60,1.5,2.48,40,1.8,3.5,15,중간
투명레진,140,0.7,0.51,280,0.3,0.09,15,중간
3디프린터,120,1.5,1.37,720,24.8,3.79,15,높음
3D프린팅후가공,50,0.3,0.49,30,0.0,0.0,15,높음
3D프린터SLA,120,0.6,0.53,80,0.0,0.0,15,높음
GEOMAGICDESIGNX,30,0.7,2.33,10,0.0,0.0,5,중간
대구3D프린터업체,< 10,0.3,8.34,< 10,0.0,0.0,3,높음
판교3D프린터,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
쓰리디시스템즈,90,1.7,1.96,100,0.0,0.0,5,낮음
알루미늄3D프린팅,10,1.5,18.19,< 10,0.0,0.0,1,중간
분당3D프린터,< 10,0.3,8.34,10,0.0,0.0,3,높음
UNIZ,40,1.3,2.84,40,1.7,4.05,3,높음
강남3D프린터,< 10,0.3,4.35,< 10,0.0,0.0,3,낮음
3DSLA,10,0.0,0.0,10,0.0,0.0,3,높음
3DST,10,0.0,0.0,< 10,0.0,0.0,0,낮음
DFAM,100,0.0,0.0,70,0.0,0.0,3,높음
3DPRO,90,38.0,45.79,40,14.7,35.83,1,낮음
폼랩스,50,2.3,4.55,30,0.6,1.69,5,중간
3D프린터제작비용,10,0.0,0.0,10,0.0,0.0,5,중간
투명3D프린터,10,0.2,2.23,10,0.0,0.0,5,중간
아이디어상품만들기,< 10,0.5,5.56,10,0.0,0.0,2,중간
부천3D프린터,10,0.1,0.39,10,0.0,0.0,15,중간
3D프린팅목업,10,0.5,3.89,< 10,0.0,0.0,15,높음
쓰리디프로,20,3.0,10.0,< 10,0.0,0.0,1,중간
3D프린터출력견적,< 10,0.4,5.0,< 10,0.0,0.0,15,높음
ABS3D프린팅,< 10,0.3,6.67,< 10,0.0,0.0,3,높음
3D프린터제품제작,< 10,0.4,5.05,< 10,0.0,0.0,15,높음
3D프린팅시제품제작,10,0.7,4.92,< 10,0.0,0.0,15,높음
메탈프린터,10,0.8,5.89,< 10,0.0,0.0,12,중간
3D프린터외주,80,12.1,15.26,70,12.4,16.83,4,낮음
쓰리디프린터,180,1.7,1.09,640,22.0,3.78,15,중간
메이커봇,650,3.8,0.63,260,1.8,0.7,15,중간
3D프린팅출력대행,20,0.7,3.75,< 10,0.0,0.0,15,높음
천안3D프린팅,20,1.2,6.29,10,0.0,0.0,10,중간
SLA방식3D프린터,< 10,0.4,5.89,< 10,0.0,0.0,3,높음
3D프린터도장,20,0.0,0.0,30,0.5,1.39,1,중간
ABS3D프린터,10,0.0,0.0,10,0.0,0.0,12,중간
3D프린터샵,< 10,0.7,12.13,10,0.0,0.0,11,중간
대학생졸업작품,< 10,0.3,5.0,< 10,0.0,0.0,3,높음
다만드러,130,0.6,0.5,130,0.7,0.59,2,중간
김포3D프린터,< 10,0.3,11.12,< 10,0.0,0.0,3,높음
구로3D프린터,< 10,0.3,4.77,< 10,0.0,0.0,3,높음
고무목업,< 10,0.7,11.12,< 10,0.7,10.0,3,높음
고무3D프린터,10,0.7,6.07,10,0.3,2.78,3,높음
안양3D프린팅,< 10,0.0,0.0,10,0.0,0.0,3,높음
쉐이프엔진,10,2.0,33.34,< 10,0.0,0.0,1,중간
목포3D프린터,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
목업시제품,10,0.6,5.56,< 10,0.0,0.0,2,중간
플라스틱3D프린팅,10,0.7,6.67,< 10,1.0,33.34,3,높음
투명출력,30,1.1,4.45,10,0.0,0.0,15,높음
저렴한3D프린터,10,0.2,1.81,10,0.0,0.0,9,중간
용인3D프린터,10,0.3,2.53,10,0.0,0.0,11,중간
경남3D프린터,< 10,1.3,19.05,< 10,0.0,0.0,3,높음
3D프린팅기업,30,0.5,1.5,70,0.0,0.0,2,중간
장비제조,10,0.7,5.13,10,0.0,0.0,3,높음
실리콘3D프린팅,20,2.6,10.21,< 10,1.0,12.5,8,중간
3D시제품제작,20,1.3,5.79,< 10,0.0,0.0,15,높음
3D출력물후가공,< 10,0.0,0.0,10,0.0,0.0,3,높음
3차원측정,230,3.7,1.75,130,3.5,3.02,15,중간
3D프린터목업제작,< 10,0.0,0.0,< 10,0.0,0.0,15,높음
3D프린터케이스,60,0.0,0.0,40,0.0,0.0,3,높음
3D프린팅레진,20,1.3,5.56,< 10,0.0,0.0,2,중간
플라스틱시제품,< 10,0.1,2.67,10,0.0,0.0,15,높음
3D프린팅제품,20,0.1,0.31,10,0.0,0.0,14,높음
레진3D프린팅,< 10,1.0,14.29,< 10,0.7,8.34,3,높음
졸업작품목업,< 10,0.9,10.84,< 10,0.7,13.34,15,높음
3D스토리,30,6.4,26.67,< 10,2.7,38.47,2,낮음
FINEBOT,20,5.0,29.42,20,0.0,0.0,1,중간
레진3D프린터,200,2.7,1.5,180,1.3,0.74,12,중간
3DSCAN,80,1.8,2.33,40,1.3,3.34,15,높음
3D대행,10,0.4,5.0,10,0.0,0.0,15,높음
SLA프린팅,30,1.6,5.66,10,0.0,0.0,8,중간
귀모형,120,0.5,0.45,500,8.8,1.78,15,중간
피규어제작의뢰,10,0.2,1.51,20,2.3,10.23,13,중간
피규어제작판매,< 10,0.3,11.12,10,0.0,0.0,3,높음
3D출력소,< 10,0.2,2.86,10,0.3,3.34,15,높음
3D조형물제작,< 10,0.7,66.67,< 10,0.0,0.0,3,높음
3D프린터피규어제작,10,0.8,6.16,20,0.3,1.76,15,높음
NC목업,10,1.6,11.95,< 10,0.0,0.0,5,중간
